,S&P 500 Index,SCHG,SCHV,Invesco Funds - Invesco Global Investment Grade Corporate Bond Fund,iShares Core Global Aggt Bd ETF USD Dist,PIMCO GIS Asia Strategic Interest Bond Fund,"JANUS HENDERSON US SHORT TERM BOND ""A2"" (USD) ACC",Neuberger Berman High Yield Bond,Bloomberg Global-Aggregate Total Return Index Value Unhedged USD,MSCI World Index,MSCI World Net Total Return USD Index,AQUMON MPF Composite Index,AQUMON MPF Bond Index,AQUMON MPF Mixed Index,AQUMON MPF DIS Index,AQUMON MPF Equity Index,AQUMON MPF Equity Global Index,AQUMON MPF Equity US Index,AQUMON MPF Equity Europe Index,AQUMON MPF Equity Asia Index,AQUMON MPF Equity Greatchina index
2018-01-11,1.7512,103.06366,12.02,11.2644,5.0357,,16.79,15.75,484.2147,2171.78,6122.974,1.242583025,1.022599737,1.229110605,1.131183807,1.382487221,1.323982505,1.487167708,1.200030826,1.40293854,1.421859086
2018-01-12,1.7687,103.6995,12.03,11.2722,5.05243,,16.79,15.76,485.8057,2185.31,6161.136,1.249715175,1.024189749,1.235284802,1.134783671,1.394633384,1.33346356,1.496435706,1.210896873,1.416293192,1.436985981
2018-01-15,1.7727,103.6995,12.03,11.2781,5.05243,,16.79,15.76,488.1343,2193.95,6185.497,1.251017366,1.025637103,1.237503029,1.136028684,1.394649899,1.336517395,1.497906621,1.21731337,1.414300435,1.432286148
2018-01-16,1.7747,103.83576,12.04,11.2835,5.07396,,16.79,15.77,487.9661,2188.39,6169.898,1.257064494,1.025713437,1.241769161,1.136819955,1.407080662,1.336821758,1.493084335,1.21618896,1.434241944,1.457752672
2018-01-17,1.7774,104.38077,12.03,11.2913,5.07206,,16.79,15.76,487.7791,2199.93,6202.461,1.258687506,1.025608899,1.243575173,1.139132261,1.409684387,1.342778064,1.503104307,1.213612405,1.435743688,1.460388942
2018-01-18,1.7784,104.2218,12.03,11.2749,5.06605,,16.79,15.76,487.1504,2196.73,6193.801,1.259097247,1.025216336,1.242499898,1.137527514,1.412515969,1.340701407,1.502811303,1.21375304,1.440741077,1.467888012
2018-01-19,1.7889,104.7214,12.02,11.2615,5.06355,,16.78,15.75,486.921,2207.4,6223.968,1.26383318,1.025482442,1.247074406,1.139962743,1.420564498,1.347807868,1.507996059,1.219552084,1.449682826,1.47698172
2018-01-22,1.8011,105.3686,12,11.2538,5.06605,,16.78,15.76,487.2227,2221.01,6262.519,1.268443012,1.025473148,1.251327662,1.142570057,1.428842457,1.355289001,1.520777301,1.226505662,1.457773061,1.487040442
2018-01-23,1.8078,105.78871,12.01,11.2587,5.08088,,16.79,15.78,488.6689,2230.05,6288.113,1.277305426,1.026397318,1.258545441,1.145359606,1.445266433,1.362233373,1.526053869,1.230463683,1.480011515,1.511944301
2018-01-24,1.8117,105.90225,12.02,11.2646,5.09971,,16.79,15.79,490.4864,2232.3,6294.585,1.277839547,1.027713483,1.259010583,1.144827293,1.445301601,1.362539294,1.525699607,1.230185673,1.48006374,1.512233236
2018-01-25,1.8081,106.00444,12.03,11.2571,5.12505,,16.79,15.8,492.866,2234.38,6300.457,1.275221725,1.02914903,1.257673073,1.145316301,1.438217141,1.361916361,1.525168651,1.231032146,1.469196026,1.497153163
2018-01-26,1.8198,106.69706,12.04,11.2723,5.10972,,16.78,15.81,491.3893,2248.93,6341.535,1.282074148,1.028942885,1.262631666,1.148224767,1.452361318,1.373047749,1.537311646,1.232592771,1.48622829,1.518929572
2018-01-29,1.8111,106.00444,12.02,11.2597,5.08689,,16.78,15.78,489.2632,2234.22,6300.258,1.277508735,1.027506209,1.257885938,1.14470536,1.445879816,1.365718941,1.532711044,1.228187333,1.479498165,1.508267341
2018-01-30,1.7986,105.06203,12.02,11.2457,5.09099,,16.78,15.73,489.6726,2214.11,6243.908,1.267981936,1.02720974,1.249321998,1.139315334,1.428720541,1.350335217,1.517298849,1.217678958,1.460753003,1.489584448
2018-01-31,1.7936,105.02797,12.02,11.2352,5.09971,,16.78,15.75,490.5078,2213.24,6241.621,1.270988342,1.028377597,1.250804742,1.139428809,1.434873717,1.348976214,1.516848122,1.217087748,1.470824286,1.502917944
2018-02-01,1.7879,105.01661,12.02,11.2315,5.0929,,16.78,15.73,489.757,2212.53,6240.563,1.26870181,1.02805898,1.249458778,1.138912779,1.430051394,1.349578332,1.516622736,1.213474887,1.463748235,1.492700379
2018-02-02,1.7589,103.07501,12.01,11.2083,5.06345,,16.78,15.62,486.9252,2171.54,6125.117,1.260245026,1.026667965,1.239285839,1.129387895,1.418843197,1.326393173,1.487234013,1.19512922,1.459342077,1.493196392
2018-02-05,1.7083,99.87308,11.99,11.1747,5.06545,,16.79,15.63,487.2256,2103.64,5933.592,1.243841157,1.026335746,1.222811568,1.117095702,1.391320929,1.284471388,1.43431862,1.173497021,1.438359961,1.473761998
2018-02-06,1.6972,99.68005,11.95,11.1895,5.06545,,16.77,15.58,487.2055,2098.85,5920.369,1.221947728,1.026132548,1.205914303,1.114713275,1.348071483,1.283220986,1.445714983,1.147315619,1.374223974,1.400213853
2018-02-07,1.6949,99.7936,11.95,11.1751,5.05153,,16.77,15.62,485.7454,2101.07,5926.727,1.218496546,1.025395656,1.204334642,1.114030926,1.340416145,1.279664008,1.443811661,1.161288023,1.361498896,1.38364805
2018-02-08,1.6592,97.14803,11.94,11.1534,5.03911,,16.77,15.53,484.6396,2045.01,5768.989,1.210534509,1.023734405,1.194472558,1.102321897,1.330473714,1.249000892,1.400040409,1.14302306,1.362932334,1.38595707
2018-02-09,1.662,97.4546,11.87,11.1276,5.04011,,16.76,15.43,484.7485,2050.9,5786.354,1.198785854,1.023612585,1.186245114,1.102816931,1.306227336,1.250036392,1.4045969,1.12643478,1.326991924,1.343592016
2018-02-12,1.6815,98.64681,11.83,11.1016,5.04201,,16.75,15.47,485.0043,2075.91,5857.021,1.204464727,1.023845213,1.19229798,1.107657391,1.31523411,1.263988985,1.424334346,1.139770315,1.332553918,1.346609612
2018-02-13,1.6844,98.88525,11.84,11.1003,5.05984,,16.74,15.44,486.7431,2080.68,5870.688,1.210664252,1.024632971,1.19702678,1.108882792,1.327019407,1.266112779,1.431616837,1.138135034,1.349576181,1.367414258
2018-02-14,1.7083,100.11152,11.82,11.084,5.06525,,16.73,15.43,487.2347,2105.86,5942.953,1.222128792,1.025434754,1.206696806,1.113694522,1.348137259,1.283681437,1.453230648,1.152220851,1.372538987,1.394600903
2018-02-15,1.7341,101.34915,11.8,11.0589,5.08428,,16.73,15.51,488.9776,2130.94,6015.681,1.233660321,1.026333482,1.217548553,1.119296966,1.367909409,1.299313747,1.468004117,1.163423445,1.395237093,1.420628035
2018-02-20,1.725,101.13341,11.85,11.0956,5.06285,,16.73,15.57,487.0179,2126.22,6002.888,1.231408514,1.025015468,1.216281611,1.119250766,1.363818017,1.296616426,1.466034362,1.166060198,1.389507617,1.413161818
2018-02-21,1.7203,100.75872,11.85,11.0953,5.05113,,16.73,15.56,485.8814,2118.36,5980.878,1.23693088,1.024625815,1.218898626,1.118216059,1.377097755,1.295519305,1.460572531,1.166742307,1.410971346,1.43957653
2018-02-22,1.7197,100.73601,11.84,11.0731,5.05864,,16.73,15.53,486.5568,2117.17,5978.947,1.231530556,1.02430526,1.21508897,1.117652283,1.366180019,1.293263646,1.460018594,1.165418729,1.394957119,1.421573154
2018-02-23,1.7367,101.8828,11.84,11.0837,5.06825,,16.73,15.53,487.5038,2140.91,6046.205,1.240167483,1.02515816,1.223298692,1.123990234,1.380756139,1.307048057,1.476929626,1.166324276,1.411418603,1.437720742
2018-02-26,1.7545,102.79115,11.86,11.0973,5.06725,,16.74,15.58,487.4655,2159.67,6099.818,1.246315161,1.026118062,1.229049509,1.128658242,1.390990168,1.318108742,1.492211415,1.170886912,1.42157425,1.448377891
2018-02-27,1.7386,101.8828,11.86,11.1015,5.04842,,16.73,15.56,485.6445,2140.57,6046.441,1.240619474,1.025448103,1.223884686,1.124611687,1.381145637,1.307128376,1.48113013,1.168267917,1.411194483,1.434868793
2018-02-28,1.7227,100.82685,11.85,11.095,5.05323,,16.73,15.56,486.1554,2117.99,5983.047,1.23152656,1.024580769,1.216082386,1.120601279,1.364730039,1.293385607,1.464045548,1.159911612,1.393013188,1.415692903
2018-03-01,1.7026,99.49838,11.85,11.1104,5.05553,,16.74,15.53,486.3173,2089.98,5904.945,1.228768727,1.024431116,1.211372073,1.116061326,1.362589177,1.278765326,1.446578802,1.145328336,1.398197062,1.42492892
2018-03-02,1.7024,99.50974,11.85,11.1147,5.07647,,16.73,15.47,488.331,2089.84,5904.882,1.222544984,1.025076491,1.20685292,1.114531024,1.34942862,1.276867365,1.45074475,1.131300074,1.379942431,1.403591053
2018-03-05,1.7093,100.30455,11.84,11.0908,5.07427,,16.73,15.5,488.1695,2106.58,5952.255,1.217349624,1.025065579,1.2045675,1.117114245,1.336989836,1.282265463,1.465750541,1.139252485,1.356089323,1.375442506
2018-03-06,1.72,100.84956,11.85,11.0783,5.08128,,16.73,15.54,488.8361,2117.77,5984.69,1.228084412,1.025477955,1.213170116,1.119807331,1.357572703,1.291332319,1.473027223,1.150082663,1.382889658,1.405088583
2018-03-07,1.7178,100.77007,11.85,11.0978,5.08258,,16.73,15.51,488.9784,2115.98,5979.895,1.225002613,1.025565552,1.211486708,1.120400845,1.350534126,1.290798109,1.475808613,1.152646485,1.371405114,1.391465769
2018-03-08,1.7289,101.2356,11.84,11.0898,5.07727,,16.73,15.52,488.4201,2125.28,6007.635,1.232299267,1.025400727,1.21751004,1.123373923,1.364629359,1.297911968,1.479832096,1.158669527,1.389826621,1.412937803
2018-03-09,1.7512,102.3824,11.84,11.0993,5.06665,,16.73,15.53,487.3794,2149.32,6075.76,1.238565657,1.024855707,1.222860565,1.127337383,1.376806588,1.310952935,1.502838922,1.161694886,1.401718875,1.426804801
2018-03-12,1.7589,102.60948,11.85,11.0965,5.07487,,16.73,15.54,488.2593,2154.26,6089.783,1.248484438,1.025933715,1.230830551,1.129554699,1.395291182,1.316482577,1.506591193,1.166400221,1.427629174,1.454490918
2018-03-13,1.7504,102.15531,11.85,11.1012,5.08749,,16.73,15.53,489.4608,2144.6,6062.679,1.247807226,1.026447686,1.229844324,1.128377606,1.394152411,1.311254684,1.499370792,1.160739112,1.429090289,1.454996596
2018-03-14,1.7467,101.70113,11.84,11.0997,5.0931,,16.73,15.51,490.0053,2134.51,6034.973,1.245134216,1.027024283,1.227672957,1.127361937,1.388569419,1.306624624,1.489318243,1.155932971,1.423707401,1.448384473
2018-03-15,1.7463,101.67842,11.84,11.1028,5.08859,,16.72,15.5,489.5393,2133.35,6032.669,1.246219818,1.026807055,1.228660864,1.127681817,1.390692413,1.306329435,1.486922131,1.157855054,1.427085478,1.453710137
2018-03-16,1.7474,101.70113,11.83,11.0925,5.08128,,16.72,15.51,488.805,2134.05,6035.188,1.245088651,1.026466342,1.227474203,1.127705768,1.389088881,1.306972687,1.48767989,1.159444998,1.424083894,1.451391805
2018-03-19,1.7474,100.59976,11.82,11.0821,5.09109,,16.72,15.51,489.8298,2110.4,5968.578,1.240525602,1.026218713,1.222231281,1.122907127,1.382368664,1.293062455,1.471675081,1.149321526,1.421115507,1.45093589
2018-03-20,1.7295,100.62247,11.79,11.073,5.07437,,16.71,15.48,488.2325,2110.91,5970.101,1.241126419,1.025888775,1.222200569,1.123176028,1.384415698,1.293261634,1.471326272,1.15252148,1.423792465,1.453738143
2018-03-21,1.7309,100.55434,11.78,11.0545,5.07166,,16.72,15.49,487.9799,2109.18,5965.684,1.238937736,1.025657565,1.220644056,1.122534751,1.380080163,1.292308816,1.471161617,1.150294986,1.417698897,1.445185177
2018-03-22,1.7048,98.83983,11.79,11.0501,5.10091,,16.72,15.46,490.7492,2072.94,5863.847,1.230161712,1.026220213,1.213567622,1.117229891,1.362652573,1.270684968,1.438463273,1.135115365,1.403131555,1.42643969
2018-03-23,1.6744,97.10261,11.77,11.0511,5.11173,,16.72,15.44,491.7777,2036.55,5761.304,1.213547696,1.026454373,1.198314841,1.108972022,1.332577648,1.24805186,1.409453596,1.126548948,1.367799508,1.390693759
2018-03-26,1.7013,98.65816,11.76,11.0458,5.11864,,16.72,15.45,492.5075,2069.13,5853.53,1.221513335,1.027634201,1.206202304,1.11563322,1.345341257,1.266976113,1.434159451,1.127875708,1.378969202,1.402583266
2018-03-27,1.6909,97.99961,11.77,11.0469,5.11563,,16.73,15.46,492.2391,2055.55,5815.391,1.22474475,1.028138224,1.208704218,1.114705006,1.351369991,1.259980884,1.419806612,1.135963625,1.390844739,1.41440782
2018-03-28,1.683,97.71575,11.72,11.0774,5.10993,,16.72,15.43,491.5671,2047.75,5798.046,1.213903895,1.027959142,1.200622566,1.112866976,1.329656034,1.256220882,1.409905087,1.134749975,1.359646277,1.378867285
2018-03-29,1.7014,98.57868,11.78,11.077,5.10712,,16.72,15.4,491.3567,2065.53,5848.908,1.217697414,1.027910288,1.204694268,1.117435488,1.335785899,1.266033045,1.425725841,1.139582911,1.363689517,1.382377285
2018-04-03,1.6877,97.78387,11.79,11.0973,5.09951,,16.73,15.42,490.688,2048.8,5801.792,1.216953904,1.0281816,1.202747405,1.113764364,1.335825428,1.258413322,1.411985415,1.134161556,1.368419316,1.388378163
2018-04-04,1.6943,98.38566,11.8,11.0875,5.10341,,16.73,15.43,491.0568,2061.31,5837.565,1.210735263,1.02785345,1.199513587,1.115220964,1.32185244,1.260742753,1.428944433,1.127802774,1.344817174,1.361123868
2018-04-06,1.6862,98.02232,11.82,11.0767,5.0948,,16.75,15.48,490.1544,2052.78,5815.519,1.214510784,1.027266609,1.201543164,1.113613794,1.330814621,1.258262826,1.417650839,1.151152647,1.357319653,1.375025054
2018-04-09,1.694,98.45378,11.81,11.103,5.10171,,16.75,15.5,490.8767,2061.19,5840.144,1.219906921,1.027933759,1.205884803,1.115519836,1.340752682,1.264465458,1.414454358,1.154873318,1.37084542,1.390627237
2018-04-10,1.7184,99.83902,11.81,11.1077,5.10472,,16.75,15.55,491.1384,2090.11,5922.262,1.230349819,1.028673252,1.215150751,1.121487212,1.359302732,1.281532661,1.434856895,1.167687144,1.390321237,1.414092416
2018-04-11,1.7143,99.49838,11.81,11.1154,5.11844,,16.75,15.56,492.4578,2082.57,5901.163,1.231291147,1.029485098,1.215387908,1.120431624,1.361188112,1.278276712,1.432612343,1.164557992,1.394971268,1.420158344
2018-04-12,1.7198,99.90714,11.82,11.117,5.09971,,16.75,15.59,490.5831,2090.9,5925.33,1.23094123,1.028798613,1.215073344,1.12107487,1.361044139,1.283668043,1.441679111,1.169584049,1.391279128,1.416183277
2018-04-13,1.715,99.81631,11.82,11.108,5.10011,,16.75,15.61,490.6302,2088.98,5920.255,1.230159123,1.028631063,1.214565585,1.120492268,1.359502886,1.282170203,1.437555558,1.170438161,1.389689072,1.413024762
2018-04-16,1.7207,100.36132,11.81,11.1104,5.10672,,16.75,15.64,491.312,2099.82,5951.975,1.226397718,1.028313051,1.213261598,1.121631143,1.350323934,1.285650129,1.446737756,1.169985842,1.373285564,1.390619575
2018-04-17,1.732,101.15612,11.81,11.1223,5.10922,,16.76,15.66,491.5766,2116.43,5999.25,1.225296512,1.028173626,1.214121649,1.125435376,1.346122075,1.293080105,1.461431204,1.176885617,1.361681876,1.376456827
2018-04-18,1.7394,101.50811,11.81,11.1289,5.10462,,16.76,15.67,491.1374,2123.77,6020.08,1.229436437,1.027841643,1.217722752,1.126555684,1.354012381,1.298134836,1.467902278,1.185989539,1.370316944,1.384759117
2018-04-19,1.7275,101.14477,11.81,11.098,5.08939,,16.75,15.6,489.6231,2115.93,5998.743,1.23298013,1.02702927,1.218438057,1.123669881,1.364093689,1.295524944,1.46158267,1.187046043,1.387427394,1.405078288
2018-04-20,1.7124,100.37267,11.78,11.0746,5.06355,,16.75,15.59,487.1324,2099.74,5953.239,1.224613947,1.02534044,1.211084207,1.11902792,1.34992894,1.286421205,1.448965491,1.182652818,1.37021397,1.387078154
2018-04-23,1.7069,100.25913,11.76,11.0515,5.04111,,16.75,15.56,485.0536,2097.22,5946.422,1.220482926,1.023554823,1.207328301,1.117164138,1.343769794,1.284877064,1.446186286,1.182868428,1.361363401,1.377335294
2018-04-24,1.6998,99.52109,11.75,11.0457,5.0328,,16.74,15.52,484.2531,2081.52,5902.4,1.222547123,1.023495631,1.20736223,1.114010067,1.349823509,1.27844203,1.431043333,1.183767849,1.374419523,1.396509424
2018-04-25,1.6956,99.30536,11.72,11.0335,5.01887,,16.74,15.48,482.9298,2076.74,5889.723,1.216601712,1.022389306,1.202511998,1.112162759,1.339222036,1.27379045,1.427447444,1.171927169,1.361502586,1.382788567
2018-04-26,1.7141,100.0661,11.72,11.0202,5.01977,,16.74,15.52,482.9567,2092.44,5935.23,1.215312524,1.022275516,1.203143014,1.11634122,1.334736015,1.280054259,1.441005561,1.176139095,1.350350171,1.367518287
2018-04-27,1.7208,100.24777,11.71,11.0339,5.02678,,16.74,15.52,483.6274,2096.05,5946.23,1.219781164,1.022888494,1.206707507,1.118003356,1.342961213,1.283479128,1.445703951,1.179097246,1.361150002,1.378464852
2018-04-30,1.7159,99.80495,11.7,11.0495,5.02408,,16.74,15.52,483.4603,2086.51,5919.891,1.224924481,1.023316921,1.209152028,1.116623073,1.354692655,1.280260446,1.437422829,1.181162825,1.381099834,1.402485781
2018-05-02,1.7101,99.32807,11.66,11.0316,4.99403,,16.74,15.53,480.5777,2076.69,5892.47,1.220572114,1.021276024,1.204614947,1.113575815,1.349040224,1.273127642,1.43026265,1.179674357,1.375471305,1.396369587
2018-05-03,1.7071,99.11234,11.63,11.0349,5.00635,,16.75,15.52,481.6919,2071.37,5878.648,1.215582794,1.021431196,1.201433512,1.113252453,1.338262095,1.268135316,1.426192904,1.172716583,1.361682988,1.379328532
2018-05-04,1.7212,99.99798,11.58,11.0325,5.00184,,16.74,15.53,481.2526,2089.44,5930.895,1.214188333,1.021261762,1.201745951,1.116154324,1.333904109,1.275440412,1.440298141,1.177047642,1.350341329,1.366470427
2018-05-07,1.7212,100.37267,11.59,11.0263,5.00184,,16.75,15.53,481.1617,2096.86,5952.974,1.216822401,1.020987096,1.20423485,1.117744427,1.338723351,1.278640761,1.445410029,1.182354686,1.35547797,1.372704872
2018-05-08,1.7238,100.29319,11.58,11.0244,4.98361,,16.75,15.54,479.5899,2095.07,5948.092,1.220652356,1.020355948,1.206087495,1.116932598,1.34809732,1.279856023,1.450159631,1.180204153,1.369495024,1.391272689
2018-05-09,1.7286,101.00852,11.54,11.0082,4.9785,,16.75,15.55,479.0849,2109.84,5990.555,1.223054787,1.019702809,1.208218491,1.11912042,1.352953539,1.28639201,1.461834641,1.187703476,1.372567401,1.396437147
2018-05-10,1.7433,101.71249,11.54,11.0082,4.98732,,16.75,15.57,479.8789,2123.53,6031.918,1.228802841,1.020727436,1.213494695,1.122979438,1.362503671,1.295754235,1.472507673,1.188860867,1.383245268,1.407503138
2018-05-11,1.7497,102.15531,11.59,11.0258,5.00024,,16.75,15.57,481.117,2131.96,6057.474,1.234878959,1.021855238,1.21912173,1.125515211,1.372505011,1.302498257,1.478791306,1.196259554,1.394969557,1.419561542
2018-05-14,1.7547,102.37104,11.59,11.0325,4.99633,,16.76,15.58,480.8114,2136.09,6070.04,1.240256962,1.021756897,1.222760382,1.125676192,1.383812633,1.306105837,1.480253346,1.197693062,1.411162609,1.440226649
2018-05-15,1.7453,101.59894,11.58,11.0265,4.95897,,16.75,15.54,477.2541,2119.98,6024.9,1.232569539,1.019700218,1.215154184,1.120635363,1.372215675,1.2968391,1.471606154,1.193151216,1.397534243,1.427358185
2018-05-16,1.7542,101.78061,11.56,10.9644,4.94895,,16.75,15.54,476.2707,2122.97,6034.186,1.231624391,1.018668584,1.214132202,1.120338381,1.371454162,1.298082252,1.475947336,1.188002799,1.396240825,1.425392348
2018-05-17,1.7551,101.93958,11.56,10.9795,4.94134,,16.76,15.54,475.4707,2125.56,6043.153,1.230284742,1.018168479,1.213342562,1.119956338,1.368866567,1.299028093,1.476517943,1.194318221,1.390882646,1.418892934
2018-05-18,1.7585,101.72384,11.55,10.9692,4.94555,,16.76,15.54,475.8816,2120.8,6030.795,1.230767183,1.018026654,1.213509098,1.119705772,1.370175157,1.296010519,1.472601616,1.191012557,1.394797792,1.424187542
2018-05-21,1.7691,102.21208,11.55,10.9692,4.93723,,16.76,15.54,475.1567,2130.72,6059.843,1.233673513,1.017882805,1.215733058,1.121248303,1.376029647,1.301402796,1.480153575,1.193766234,1.401003979,1.43277146
2018-05-23,1.7586,101.84874,11.55,10.9751,4.95086,,16.77,15.54,476.4672,2122.9,6038.379,1.227484822,1.018288715,1.211608673,1.121012417,1.362730236,1.295208416,1.480157271,1.181566936,1.383934934,1.411283771
2018-05-24,1.7572,101.6103,11.56,10.9828,4.96959,,16.77,15.55,478.1864,2117.73,6024.045,1.227735302,1.019032499,1.211444199,1.120878479,1.363138694,1.291515207,1.477760037,1.175434676,1.386889891,1.415223911
2018-05-25,1.7507,101.26967,11.57,10.9992,4.96598,,16.77,15.55,477.8386,2110.8,6004.695,1.225975848,1.01917799,1.209814943,1.120429087,1.359905332,1.28758724,1.474116382,1.170523502,1.384196403,1.410649667
2018-05-28,1.7507,101.26967,11.58,11.0118,4.96598,,16.77,15.55,477.8124,2107.14,5994.928,1.227622031,1.019421604,1.210443327,1.119924434,1.363776037,1.286203002,1.473491827,1.165958317,1.39142085,1.419388511
2018-05-29,1.7326,99.97527,11.58,11.0155,4.97289,,16.78,15.52,478.5862,2083.27,5927.368,1.219376425,1.019285077,1.203052623,1.115660439,1.348902384,1.270266967,1.460359413,1.142092121,1.37815726,1.404262107
2018-05-30,1.7428,100.82685,11.57,11.0193,4.97049,,16.77,15.53,478.3621,2100.42,5977.275,1.21566302,1.019297126,1.201080546,1.1172456,1.34046115,1.278283065,1.47103493,1.149619787,1.360169062,1.385274755
2018-05-31,1.7404,100.47486,11.57,11.0092,4.98622,,16.77,15.55,479.7931,2092.92,5956.988,1.222017471,1.020121165,1.205777244,1.117567758,1.352655151,1.276302995,1.466145426,1.149605344,1.380381041,1.40921185
2018-06-01,1.7586,101.26967,11.57,11.0169,4.96949,,16.77,15.56,478.1469,2109.19,6003.658,1.224467019,1.019607052,1.207984048,1.120218589,1.3574558,1.286628532,1.477965357,1.161141316,1.381623702,1.40944987
2018-06-04,1.7586,101.8828,11.55,11.0112,4.96989,,16.77,15.57,478.2796,2121.86,6039.906,1.232692511,1.019660901,1.214967859,1.123149143,1.372836613,1.294905757,1.486265191,1.165494554,1.401516419,1.431726271
2018-06-05,1.7748,101.76926,11.56,10.9845,4.96558,,16.77,15.58,477.8668,2119.36,6033.139,1.233297748,1.019461891,1.21492377,1.12249851,1.374808662,1.293574768,1.489348089,1.160073123,1.405435238,1.436534294
2018-06-06,1.7808,102.60948,11.56,11.0037,4.96218,,16.77,15.59,477.5317,2136.74,6082.744,1.237470283,1.019576087,1.218246953,1.123311958,1.382822374,1.302915327,1.500060285,1.166795913,1.412858202,1.443932637
2018-06-07,1.7762,102.6549,11.55,10.9819,4.96889,,16.77,15.62,478.1124,2137.57,6086.253,1.240529951,1.019261798,1.220603795,1.123514069,1.389082662,1.303606051,1.498534958,1.16935481,1.422220199,1.454583588
