,S&P 500 Index,SCHG,SCHV,Invesco Funds - Invesco Global Investment Grade Corporate Bond Fund,iShares Core Global Aggt Bd ETF USD Dist,PIMCO GIS Asia Strategic Interest Bond Fund,"JANUS HENDERSON US SHORT TERM BOND ""A2"" (USD) ACC",Neuberger Berman High Yield Bond,Bloomberg Global-Aggregate Total Return Index Value Unhedged USD,MSCI World Index,MSCI World Net Total Return USD Index,AQUMON MPF Composite Index,AQUMON MPF Bond Index,AQUMON MPF Mixed Index,AQUMON MPF DIS Index,AQUMON MPF Equity Index,AQUMON MPF Equity Global Index,AQUMON MPF Equity US Index,AQUMON MPF Equity Europe Index,AQUMON MPF Equity Asia Index,AQUMON MPF Equity Greatchina index
2019-06-12,1.9195,104.87195,12.44,11.8157,5.1857,,17.3,16.34,499.4354,2134.42,6198.309,1.185270735,1.033072662,1.187261554,1.152450091,1.251903726,1.250676079,1.535130255,1.097738868,1.229864842,1.251218005
2019-06-13,1.9245,105.03435,12.45,11.8183,5.18499,,17.31,16.36,499.2968,2136.96,6206.855,1.185286905,1.033479113,1.187415619,1.153839582,1.251477394,1.252051782,1.541247708,1.099394603,1.227906564,1.250451229
2019-06-14,1.9106,104.73276,12.46,11.847,5.18041,,17.31,16.36,498.8569,2130.95,6189.787,1.182035017,1.033697938,1.184988192,1.153489297,1.244890612,1.247651396,1.538151843,1.089938784,1.220847317,1.242324359
2019-06-17,1.9112,104.73709,12.46,11.8391,5.17603,,17.31,16.36,498.5076,2130.86,6189.587,1.181823739,1.033547284,1.184310274,1.153036302,1.245216757,1.247324426,1.540481,1.089446035,1.221255516,1.244848489
2019-06-18,1.9314,105.73649,12.48,11.871,5.18896,,17.31,16.42,499.7216,2150.91,6248.147,1.189052198,1.034954691,1.191478304,1.159854882,1.256358596,1.259282447,1.554627826,1.104253227,1.23114836,1.255947243
2019-06-19,1.945,106.25383,12.5,11.89,5.19985,,17.33,16.45,500.7899,2161.6,6279.33,1.199175159,1.035476601,1.19893501,1.162140866,1.276145005,1.267117388,1.561418122,1.106917285,1.25805833,1.28626108
2019-06-20,1.9722,107.33553,12.55,11.9391,5.23681,,17.34,16.54,504.2544,2183.36,6342.938,1.208278088,1.037859396,1.207308207,1.167777018,1.290552519,1.278747193,1.571260044,1.114660492,1.274585898,1.304525924
2019-06-21,1.9693,107.07686,12.57,11.9546,5.22602,,17.34,16.56,503.2036,2178.16,6328.012,1.205780173,1.037190596,1.204286841,1.164826601,1.287498274,1.275961488,1.572038695,1.113611077,1.270765368,1.300900465
2019-06-24,1.9739,107.08862,12.58,11.9564,5.24628,,17.35,16.56,505.2392,2178.17,6328.213,1.207211746,1.038033163,1.206287276,1.166238637,1.288597632,1.275261383,1.567038015,1.114421931,1.273064853,1.303419911
2019-06-25,1.9587,106.37141,12.51,11.9796,5.2535,,17.35,16.52,505.9553,2163.73,6286.332,1.202474707,1.038346954,1.202726671,1.163886735,1.27903628,1.268061162,1.552696015,1.112430721,1.262330446,1.289613283
2019-06-26,1.9512,106.12449,12.59,11.9789,5.23732,,17.34,16.51,504.3838,2158.41,6271.536,1.201291511,1.037548715,1.200521706,1.161508762,1.2788763,1.265339936,1.549566686,1.111171688,1.263376252,1.291583617
2019-06-27,1.9599,106.53601,12.6,11.9677,5.24159,,17.34,16.5,504.7363,2166.48,6296.298,1.207846867,1.037970461,1.205986229,1.164369345,1.290850075,1.271659391,1.554822948,1.111316349,1.279322172,1.309686401
2019-06-28,1.9673,107.13565,12.62,11.9901,5.24964,,17.35,16.51,505.5858,2178.35,6331.084,1.209243282,1.038482104,1.208120832,1.166952778,1.291914016,1.277118388,1.564791117,1.120082735,1.276999173,1.306796817
2019-07-02,1.9877,108.12329,12.65,12.0231,5.24332,,17.35,16.55,504.9447,2198.55,6389.976,1.218031285,1.03826157,1.215967659,1.172870344,1.307874748,1.287403516,1.578374316,1.124917625,1.296306007,1.329797133
2019-07-03,1.9987,108.87578,12.74,12.0715,5.25859,,17.35,16.55,506.4321,2213.35,6433.728,1.218731219,1.038876205,1.21822606,1.177372162,1.30673142,1.293440984,1.589011029,1.133041238,1.290639243,1.325036201
2019-07-04,1.9998,108.87578,12.68,12.0985,5.25859,,17.35,16.55,506.5629,2215.17,6439.086,1.218742229,1.038593521,1.218076719,1.177251223,1.307138967,1.293864123,1.589830749,1.133967127,1.290918021,1.324049172
2019-07-05,1.9917,108.49954,12.69,12.0926,5.22887,,17.33,16.54,503.5131,2205.57,6411.479,1.216010381,1.037483719,1.214412103,1.173244632,1.304493146,1.289765008,1.589189875,1.125070389,1.289405917,1.323246644
2019-07-08,1.9812,107.97044,12.68,12.052,5.22724,,17.33,16.54,503.4332,2194.62,6379.743,1.207775514,1.036958628,1.20777403,1.170498836,1.289244109,1.281368946,1.583614679,1.12177495,1.269715581,1.302750078
2019-07-09,1.9792,107.94693,12.69,12.0405,5.21859,,17.32,16.51,502.6107,2193.65,6377.824,1.205373063,1.036760646,1.206109601,1.17019579,1.28449785,1.280584749,1.586788165,1.116042493,1.263272503,1.294272679
2019-07-10,1.985,108.32317,12.68,12.0137,5.22154,,17.34,16.53,502.9167,2201.14,6399.675,1.208317295,1.037173299,1.208435058,1.171000695,1.289851932,1.285488405,1.594654955,1.117426849,1.269005043,1.30020865
2019-07-11,1.9877,108.53481,12.7,12.0245,5.21624,,17.33,16.51,502.3385,2205.35,6411.952,1.212127254,1.037842827,1.211213097,1.171396046,1.296965545,1.28916404,1.598237793,1.118271059,1.278254425,1.308719604
2019-07-12,1.9874,108.8993,12.69,11.9925,5.21686,,17.33,16.52,502.4014,2212.65,6433.441,1.213151444,1.037786712,1.212266239,1.172159204,1.298671527,1.291782267,1.60672996,1.11954245,1.279045532,1.310266987
2019-07-15,1.9872,108.9816,12.7,12.0056,5.22538,,17.34,16.53,503.2827,2214.34,6438.332,1.215945197,1.038932426,1.215190388,1.174937643,1.30236379,1.293310904,1.606583878,1.121545847,1.283928451,1.315525607
2019-07-16,1.978,108.6759,12.71,12.028,5.21511,,17.34,16.53,502.3201,2208.09,6420.237,1.215670743,1.038438118,1.213982973,1.173504255,1.303375952,1.289718891,1.60100042,1.122760918,1.286831335,1.319137894
2019-07-17,1.9757,108.17032,12.71,12.0279,5.22815,,17.35,16.52,503.5834,2197.94,6390.763,1.213529191,1.038485131,1.211992388,1.172223841,1.299602198,1.282804016,1.592366906,1.117291374,1.284709026,1.318190243
2019-07-18,1.9801,108.2056,12.71,12.0481,5.23729,,17.36,16.48,504.4382,2198.4,6392.379,1.211627188,1.039214443,1.210703453,1.173162212,1.29519643,1.282894263,1.595112461,1.112106557,1.27850877,1.311943525
2019-07-19,1.9752,108.01748,12.71,12.053,5.23975,,17.36,16.49,504.6519,2194.61,6381.486,1.215111712,1.039299841,1.213071773,1.17249546,1.302275356,1.281258581,1.58597589,1.110368359,1.290852867,1.325184126
2019-07-22,1.9774,108.17032,12.71,12.0612,5.2416,,17.36,16.49,504.8808,2197.67,6390.593,1.211710471,1.038977036,1.211192516,1.173110956,1.295009447,1.280837344,1.589657017,1.113602371,1.27913299,1.310510032
2019-07-23,1.9844,108.75821,12.72,12.0655,5.22795,,17.36,16.52,503.5711,2209.59,6425.287,1.214711587,1.03861123,1.213998676,1.175348147,1.300485493,1.287700747,1.597009867,1.120910689,1.283702757,1.315705998
2019-07-24,1.992,109.15797,12.79,12.0727,5.23729,,17.36,16.54,504.463,2217.75,6449.261,1.216888616,1.039101103,1.216657976,1.178233287,1.303182205,1.291195412,1.607039186,1.120201501,1.285884082,1.319487108
2019-07-25,1.9902,108.62887,12.74,12.1049,5.23144,,17.36,16.56,503.826,2206.92,6417.96,1.216830868,1.039117888,1.21536486,1.175576434,1.304565645,1.286649608,1.600710747,1.117318139,1.290286708,1.324967116
2019-07-26,2.0026,109.08742,12.75,12.0961,5.22333,,17.35,16.58,503.0467,2215.71,6443.666,1.215030453,1.038661021,1.214794585,1.177458162,1.300405166,1.291307498,1.608823805,1.117376967,1.281890023,1.315645699
2019-07-29,1.9991,108.92281,12.75,12.1067,5.22333,,17.36,16.59,503.1125,2212.5,6434.413,1.211772759,1.038157256,1.212418141,1.177136578,1.294276438,1.289719773,1.605930111,1.117990911,1.273278028,1.305661161
2019-07-30,1.9897,108.49954,12.75,12.1073,5.22251,,17.36,16.57,503.0906,2203.4,6408.317,1.210729715,1.038369101,1.211160479,1.175627266,1.292655394,1.284076851,1.603166729,1.104116613,1.27468548,1.307318506
2019-07-31,1.9631,107.72353,12.76,12.1012,5.2339,,17.35,16.59,504.1809,2187.56,6362.444,1.206388392,1.038940402,1.207894855,1.174359964,1.283746803,1.275389644,1.592359041,1.104895338,1.264595396,1.295277843
2019-08-01,1.9602,107.01808,12.76,12.1089,5.24099,,17.39,16.58,504.794,2173.18,6320.94,1.200877091,1.038692371,1.203818813,1.172235462,1.27302714,1.26684997,1.575044722,1.1018871,1.25297295,1.282758179
2019-08-02,1.936,105.87758,12.76,12.182,5.26552,,17.39,16.53,507.1935,2149.99,6253.766,1.1891179,1.039413129,1.195309122,1.169189071,1.24906383,1.252708731,1.560304295,1.079904372,1.225390287,1.251027346
